Mod:Item:MetaData, Localized Name
props:props:998, Hillhouse Chair Black
props:props:999, Hillhouse Chair Yellow
props:props:1000, Hillhouse Chair Coral
props:props:1001, Hillhouse Chair Cyan
props:props:1002, Ant Chair Brown
props:props:1003, Ant Chair Orange
props:props:1004, Ant Chair Purple
props:props:1005, Ant Chair Blue
props:props:1006, Ant Chair Lime
props:props:1007, Ant Chair Green
props:props:1008, Ant Chair Fuchsia
props:props:1009, Ant Chair Light Blue
props:props:1010, Ant Chair Razzle
props:props:1011, Ant Chair Red
props:props:1012, Ant Chair Pink
props:props:1013, Ant Chair Black
props:props:1014, Ant Chair Yellow
props:props:1015, Ant Chair Coral
props:props:1016, Ant Chair Cyan
props:props:1017, Wassily Chair Brown
props:props:1018, Wassily Chair Orange
props:props:1019, Wassily Chair Purple
props:props:1020, Wassily Chair Blue
props:props:1021, Wassily Chair Lime
props:props:1022, Wassily Chair Green
props:props:1023, Wassily Chair Fuchsia
props:props:1024, Wassily Chair Light Blue
props:props:1025, Wassily Chair Razzle
props:props:1026, Wassily Chair Red
props:props:1027, Wassily Chair Pink
props:props:1028, Wassily Chair Black
props:props:1029, Wassily Chair Yellow
props:props:1030, Wassily Chair Coral
props:props:1031, Wassily Chair Cyan
props:props:1032, Clawfoot Tub
props:props:1033, Lounge Chair
props:props:1035, CandleHolder
props:props:1036, AlchemyTable
props:props:1037, ArcheryTarget
props:props:1038, Cow Skull
props:props:1039, Patron Doll sarsum33
props:props:1040, Fallen Soldier Tribute
props:props:1041, Banana Split
props:props:1042, HotTub
props:props:1043, Fire Pit
props:props:1044, Adventsljusstake White
props:props:1045, Adventsljusstake Red
props:props:1046, Adventsljusstake Black
props:props:1047, Nativity Scene
props:props:1048, Patron Doll Crueldog
props:props:1049, White Mantel
props:props:1050, Wood Mantel Light
props:props:1051, Wood Mantel Medium
props:props:1052, Wood Mantel Dark
props:props:1053, Tinsel 1
props:props:1054, Tinsel with Baubles Red
props:props:1055, Tinsel with Baubles Yellow
props:props:1056, Tinsel with Baubles Blue
props:props:1057, Stocking 1
props:props:1058, Stocking 2
props:props:1059, Chocolate Chip Cookie Plate
props:props:1060, Sugar Cookie Plate
props:props:1061, Snickerdoodle Cookie Plate
props:props:1062, Raisin Cookie Plate
props:props:1063, Cherry Pie
props:props:1064, Key Lime Pie
props:props:1065, Blueberry Pie
props:props:1066, Apple Pie
props:props:1067, Baking Table
props:props:1068, Menorah
props:props:1069, Pool Chair
props:props:1070, Pulpit
props:props:1071, Fireplace tools
props:props:1072, Urinal
props:props:1073, Modern Toilet
props:props:1074, Umbrella Basket
props:props:1075, Video Camera
props:props:1076, Drum Set
props:props:1077, Drum Set Dark Blue
props:props:1078, Drum Set Orange
props:props:1079, Drum Set Purple
props:props:1080, Drum Set Blue
props:props:1081, Drum Set Lime
props:props:1082, Drum Set Green
props:props:1083, Drum Set Fuchsia
props:props:1084, Drum Set Light Blue
props:props:1085, DrumSet Razzle
props:props:1086, Drum Set Red
props:props:1087, DrumSet Pink
props:props:1088, Drum Set Black
props:props:1089, Drum Set Yellow
props:props:1090, Drum Set Coral
props:props:1091, Drum Set Cyan
props:props:1092, Drum Set Gray
props:props:1093, Bar Stool 1
props:props:1094, Bar Stool 1 Dark Blue
props:props:1095, Bar Stool 1 Orange
props:props:1096, Bar Stool 1 Purple
props:props:1097, Bar Stool 1 Blue
props:props:1098, Bar Stool 1 Lime
props:props:1099, Bar Stool 1 Green
props:props:1100, Bar Stool 1 Fuchsia
props:props:1101, Bar Stool 1 Light Blue
props:props:1102, Bar Stool 1 Razzle
props:props:1103, Bar Stool 1 Red
props:props:1104, Bar Stool 1 Pink
props:props:1105, Bar Stool 1 Black
props:props:1106, Bar Stool 1 Yellow
props:props:1107, Bar Stool 1 Coral
props:props:1108, Bar Stool 1 Cyan
props:props:1109, Bar Stool 1 Gray
props:props:1110, Dryer
props:props:1111, Washer
props:props:1112, Small Flat TV
props:props:1113, Medium Flat TV
props:props:1114, Large Flat TV
props:props:1115, Polaroid 1000
props:props:1116, Billiard Rack
props:props:1117, Roadwork Barrier
props:props:1118, Concrete Barrier
props:props:1119, Shopping Cart
props:props:1120, Trash Bin
props:props:1121, Trash Bin Blue
props:props:1122, Trash Bin Green
props:props:1123, Trash Bin Yellow
props:props:1124, Metal Desk
props:props:1125, Wood Desk 2
props:props:1126, Dumpster
props:props:1127, Car Park Barrier
props:props:1128, Lavabo
props:props:1129, Road cone
props:props:1130, Table Lamp 2
props:props:1131, Table Lamp 2 Dark Blue
props:props:1132, Table Lamp 2 Orange
props:props:1133, Table Lamp 2 Purple
props:props:1134, Table Lamp 2 Blue
props:props:1135, Table Lamp 2 Lime
props:props:1136, Table Lamp 2 Green
props:props:1137, Table Lamp 2 Fuchsia
props:props:1138, Table Lamp 2 Light Blue
props:props:1139, Table Lamp 2 Razzle
props:props:1140, Table Lamp 2 Red
props:props:1141, Table Lamp 2 Pink
props:props:1142, Table Lamp 2 Black
props:props:1143, Table Lamp 2 Yellow
props:props:1144, Table Lamp 2 Coral
props:props:1145, Table Lamp 2 Cyan
props:props:1146, Table Lamp 2 Gray
props:props:1147, Office Chair 1
props:props:1148, Office Chair 1 Dark Blue
props:props:1149, Office Chair 1 Orange
props:props:1150, Office Chair 1 Purple
props:props:1151, Office Chair 1 Blue
props:props:1152, Office Chair 1 Lime
props:props:1153, Office Chair 1 Green
props:props:1154, Office Chair 1 Fuchsia
props:props:1155, Office Chair 1 Light Blue
props:props:1156, Office Chair 1 Razzle
props:props:1157, Office Chair 1 Red
props:props:1158, Office Chair 1 Pink
props:props:1159, Office Chair 1 Black
props:props:1160, Office Chair 1 Yellow
props:props:1161, Office Chair 1 Coral
props:props:1162, Office Chair 1 Cyan
props:props:1163, Office Chair 1 Gray
props:props:1164, Office Chair 2
props:props:1165, Office Chair 2 Dark Blue
props:props:1166, Office Chair 2 Orange
props:props:1167, Office Chair 2 Purple
props:props:1168, Office Chair 2 Blue
props:props:1169, Office Chair 2 Lime
props:props:1170, Office Chair 2 Green
props:props:1171, Office Chair 2 Fuchsia
props:props:1172, Office Chair 2 Light Blue
props:props:1173, Office Chair 2 Razzle
props:props:1174, Office Chair 2 Red
props:props:1175, Office Chair 2 Pink
props:props:1176, Office Chair 2 Black
props:props:1177, Office Chair 2 Yellow
props:props:1178, Office Chair 2 Coral
props:props:1179, Office Chair 2 Cyan
props:props:1180, Office Chair 2 Gray
props:props:1181, Desk Lamp
props:props:1182, Desk Lamp Dark Blue
props:props:1183, Desk Lamp Orange
props:props:1184, Desk Lamp Purple
props:props:1185, Desk Lamp Blue
props:props:1186, Desk Lamp Lime
props:props:1187, Desk Lamp Green
props:props:1188, Desk Lamp Fuchsia
props:props:1189, Desk Lamp Light Blue
props:props:1190, Desk Lamp Razzle
props:props:1191, Desk Lamp Red
props:props:1192, Desk Lamp Pink
props:props:1193, Desk Lamp Black
props:props:1194, Desk Lamp Yellow
props:props:1195, Desk Lamp Coral
props:props:1196, Desk Lamp Cyan
props:props:1197, Desk Lamp Gray
props:props:1198, Door 1 Left
props:props:1199, Door 1 Right
props:props:1200, Door 1 Right Medium
props:props:1201, Door 1 Left Medium
props:props:1202, Door 1 Left Dark
props:props:1203, Door 1 Right Dark
props:props:1204, Door 2 Left Light
props:props:1205, Door 2 Right Light
props:props:1206, Door 2 Left Medium
props:props:1207, Door 2 Right Medium
props:props:1208, Door 2 Left Dark
props:props:1209, Door 2 Right Dark
props:props:1210, Door 3 Left
props:props:1211, Door 3 Right
props:props:1212, Hanging Lamp
props:props:1213, Cogniac Bottle
props:props:1214, Basket with Baguettes
props:props:1215, Market Register
props:props:1216, Corkboard
props:props:1217, Door 4 Left
props:props:1218, Door 4 Left Dark Blue
props:props:1219, Door 4 Left Orange
props:props:1220, Door 4 Left Purple
props:props:1221, Door 4 Left Blue
props:props:1222, Door 4 Left Lime
props:props:1223, Door 4 Left Green
props:props:1224, Door 4 Left Fuchsia
props:props:1225, Door 4 Left Light Blue
props:props:1226, Door 4 Left Razzle
props:props:1227, Door 4 Left Red
props:props:1228, Door 4 Left Pink
props:props:1229, Door 4 Left Black
props:props:1230, Door 4 Left Yellow
props:props:1231, Door 4 Left Coral
props:props:1232, Door 4 Left Cyan
props:props:1233, Door 4 Left Gray
props:props:1234, Door 4 Right
props:props:1235, Door 4 Right Dark Blue
props:props:1236, Door 4 Right Orange
props:props:1237, Door 4 Right Purple
props:props:1238, Door 4 Right Blue
props:props:1239, Door 4 Right Lime
props:props:1240, Door 4 Right Green
props:props:1241, Door 4 Right Fuchsia
props:props:1242, Door 4 Right Light Blue
props:props:1243, Door 4 Right Razzle
props:props:1244, Door 4 Right Red
props:props:1245, Door 4 Right Pink
props:props:1246, Door 4 Right Black
props:props:1247, Door 4 Right Yellow
props:props:1248, Door 4 Right Coral
props:props:1249, Door 4 Right Cyan
props:props:1250, Door 4 Right Gray
props:props:1251, Door 5 Left
props:props:1252, Door 5 Right
props:props:1253, Rotary Phone
props:props:1254, Upright Piano
props:props:1255, Ingolf Chair White
props:props:1256, Ingolf Chair Black
props:props:1257, Ingolf Chair Light
props:props:1258, Ingolf Chair Medium
props:props:1259, Ingolf Chair Dark
props:props:1260, Industrial Ceiling Lamp
props:props:1261, Glass Desk
props:props:1262, Industrial TV Stand White
props:props:1263, Industrial TV Stand Black
props:props:1264, Industrial TV Stand Light
props:props:1265, Industrial TV Stand Medium
props:props:1266, Industrial TV Stand Dark
props:props:1267, Borje Chair White
props:props:1268, Borje Chair White Dark Blue
props:props:1269, Borje Chair White Orange
props:props:1270, Borje Chair White Purple
props:props:1271, Borje Chair White Blue
props:props:1272, Borje Chair White Lime
props:props:1273, Borje Chair White Green
props:props:1274, Borje Chair White Fuchsia
props:props:1275, Borje Chair White Light Blue
props:props:1276, Borje Chair White Razzle
props:props:1277, Borje Chair White Red
props:props:1278, Borje Chair White Pink
props:props:1279, Borje Chair White Black
props:props:1280, Borje Chair White Yellow
props:props:1281, Borje Chair White Coral
props:props:1282, Borje Chair White Cyan
props:props:1283, Borje Chair White Gray
props:props:1284, Borje Chair Black
props:props:1285, Borje Chair Black Dark Blue
props:props:1286, Borje Chair Black Orange
props:props:1287, Borje Chair Black Purple
props:props:1288, Borje Chair Black Blue
props:props:1289, Borje Chair Black Lime
props:props:1290, Borje Chair Black Green
props:props:1291, Borje Chair Black Fuchsia
props:props:1292, Borje Chair Black Light Blue
props:props:1293, Borje Chair Black Razzle
props:props:1294, Borje Chair Black Red
props:props:1295, Borje Chair Black Pink
props:props:1296, Borje Chair Black Black
props:props:1297, Borje Chair Black Yellow
props:props:1298, Borje Chair Black Coral
props:props:1299, Borje Chair Black Cyan
props:props:1300, Borje Chair Black Gray
props:props:1301, Borje Chair Light
props:props:1302, Borje Chair Light Dark Blue
props:props:1304, Borje Chair Light Orange
props:props:1305, Borje Chair Light Purple
props:props:1306, Borje Chair Light Blue
props:props:1307, Borje Chair Light Lime
props:props:1308, Borje Chair Light Green
props:props:1309, Borje Chair Light Fuchsia
props:props:1310, Borje Chair Light Light Blue
props:props:1311, Borje Chair Light Razzle
props:props:1312, Borje Chair Light Red
props:props:1313, Borje Chair Light Pink
props:props:1314, Borje Chair Light Black
props:props:1315, Borje Chair Light Yellow
props:props:1316, Borje Chair Light Coral
props:props:1317, Borje Chair Light Cyan
props:props:1318, Borje Chair Light Gray
props:props:1319, Borje Chair Medium
props:props:1320, Borje Chair Medium Dark Blue
props:props:1321, Borje Chair Medium Orange
props:props:1322, Borje Chair Medium Purple
props:props:1323, Borje Chair Medium Blue
props:props:1324, Borje Chair Medium Lime
props:props:1325, Borje Chair Medium Green
props:props:1326, Borje Chair Medium Fuchsia
props:props:1327, Borje Chair Medium Medium Blue
props:props:1328, Borje Chair Medium Razzle
props:props:1329, Borje Chair Medium Red
props:props:1330, Borje Chair Medium Pink
props:props:1331, Borje Chair Medium Black
props:props:1332, Borje Chair Medium Yellow
props:props:1333, Borje Chair Medium Coral
props:props:1334, Borje Chair Medium Cyan
props:props:1335, Borje Chair Medium Gray
props:props:1336, Borje Chair Dark
props:props:1337, Borje Chair Dark Dark Blue
props:props:1338, Borje Chair Dark Orange
props:props:1339, Borje Chair Dark Purple
props:props:1340, Borje Chair Dark Blue
props:props:1341, Borje Chair Dark Lime
props:props:1342, Borje Chair Dark Green
props:props:1343, Borje Chair Dark Fuchsia
props:props:1344, Borje Chair Dark Light Blue
props:props:1345, Borje Chair Dark Razzle
props:props:1346, Borje Chair Dark Red
props:props:1347, Borje Chair Dark Pink
props:props:1348, Borje Chair Dark Black
props:props:1349, Borje Chair Dark Yellow
props:props:1350, Borje Chair Dark Coral
props:props:1351, Borje Chair Dark Cyan
props:props:1352, Borje Chair Dark Gray
props:props:1353, Industrial Chair
props:props:1354, Industrial Chair Dark Blue
props:props:1355, Industrial Chair Orange
props:props:1356, Industrial Chair Purple
props:props:1357, Industrial Chair Blue
props:props:1358, Industrial Chair Lime
props:props:1359, Industrial Chair Green
props:props:1360, Industrial Chair Fuchsia
props:props:1361, Industrial Chair Light Blue
props:props:1362, Industrial Chair Razzle
props:props:1363, Industrial Chair Red
props:props:1364, Industrial Chair Pink
props:props:1365, Industrial Chair Black
props:props:1366, Industrial Chair Yellow
props:props:1367, Industrial Chair Coral
props:props:1368, Industrial Chair Cyan
props:props:1369, Industrial Chair Gray
props:props:1370, Industrial Sofa
props:props:1371, Industrial Sofa Dark Blue
props:props:1372, Industrial Sofa Orange
props:props:1373, Industrial Sofa Purple
props:props:1374, Industrial Sofa Blue
props:props:1375, Industrial Sofa Lime
props:props:1376, Industrial Sofa Green
props:props:1377, Industrial Sofa Fuchsia
props:props:1378, Industrial Sofa Light Blue
props:props:1379, Industrial Sofa Razzle
props:props:1380, Industrial Sofa Red
props:props:1381, Industrial Sofa Pink
props:props:1382, Industrial Sofa Black
props:props:1383, Industrial Sofa Yellow
props:props:1384, Industrial Sofa Coral
props:props:1385, Industrial Sofa Cyan
props:props:1386, Industrial Sofa Gray
props:props:1387, Industrial FootLamp
props:props:1388, Industrial FootLamp Dark Blue
props:props:1389, Industrial FootLamp Orange
props:props:1390, Industrial FootLamp Purple
props:props:1391, Industrial FootLamp Blue
props:props:1392, Industrial FootLamp Lime
props:props:1393, Industrial FootLamp Green
props:props:1394, Industrial FootLamp Fuchsia
props:props:1395, Industrial FootLamp Light Blue
props:props:1396, Industrial FootLamp Razzle
props:props:1397, Industrial FootLamp Red
props:props:1398, Industrial FootLamp Pink
props:props:1399, Industrial FootLamp Black
props:props:1400, Industrial FootLamp Yellow
props:props:1401, Industrial FootLamp Coral
props:props:1402, Industrial FootLamp Cyan
props:props:1403, Industrial FootLamp Gray
props:props:1404, Office Chair 3
props:props:1405, Office Chair 3 Black
props:props:1406, Tulip Vase
props:props:1407, Tulip Vase Dark Blue
props:props:1408, Tulip Vase Orange
props:props:1409, Tulip Vase Purple
props:props:1410, Tulip Vase Blue
props:props:1411, Tulip Vase Lime
props:props:1412, Tulip Vase Green
props:props:1413, Tulip Vase Fuchsia
props:props:1414, Tulip Vase Light Blue
props:props:1415, Tulip Vase Razzle
props:props:1416, Tulip Vase Red
props:props:1417, Tulip Vase Pink
props:props:1418, Tulip Vase Yellow
props:props:1419, Tulip Vase Coral
props:props:1420, Tulip Vase Cyan
props:props:1421, Industrial Coffee Table Light
props:props:1422, Industrial Coffee Table Medium
props:props:1423, Industrial Coffee Table Dark
props:props:1424, Industrial Table 1 Light
props:props:1425, Industrial Table 1 Medium
props:props:1426, Industrial Table 1 Dark
props:props:1427, Industrial Table 2 Light
props:props:1428, Industrial Table 2 Medium
props:props:1429, Industrial Table 2 Dark
props:props:1430, Hanging Lamp Short
props:props:1431, Piano Stool
props:props:1432, Patron Doll Oddles
props:props:1433, Patron Doll Hazardrar
props:props:1434, Patron Doll Cottonbaler
props:props:1435, Patron Doll thatdesiree
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
DiseaseCraft:chemicalExtractor:0, Chemical Extractor
DiseaseCraft:medicalJournal, Medical Journal
DiseaseCraft:userMedicalJournal, Medical Journal
dmod:bundle, Bundle
doggytalents:throw_bone, item.doggytalents.throwbone.name
doggytalents:training_treat, Training Treat
doggytalents:super_treat, Super Treat
doggytalents:master_treat, Master Treat
doggytalents:dire_treat, Dire Treat
doggytalents:breeding_bone, Breeding Bone
doggytalents:collar_shears, Collar Shears
doggytalents:command_emblem, Command Emblem
doggytalents:doggy_charm, Doggy Charm
doggytalents:radio_collar, Radio Collar
doggytalents:wool_collar, Wool Collar
doggytalents:fancy_collar:0, Creative Collar
doggytalents:fancy_collar:1, Spotted Collar
doggytalents:fancy_collar:2, Multicoloured Collar
doggytalents:radar:0, Radar
doggytalents:whistle, Whistle
doggytalents:treat_bag, Treat Bag
doggytalents:chew_stick, Chew Stick
doggytalents:cape, Tartan Cape
doggytalents:cape_coloured, Coloured Cape
doggytalents:sunglasses, Dog Sunglasses
doggytalents:leather_jacket, Leather Jacket
doggytalents:tiny_bone, Tiny Bone
doggytalents:big_bone, Big Bone
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicHoe, Draconic Hoe
DraconicEvolution:draconicSword, Draconic Sword
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicHelm, Draconic Helm
DraconicEvolution:draconicChest, Draconic Chestplate
DraconicEvolution:draconicLeggs, Draconic Leggings
DraconicEvolution:draconicBoots, Draconic Boots
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernSword, Sword of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernHelm, Wyvern Helm
DraconicEvolution:wyvernChest, Wyvern Chestplate
DraconicEvolution:wyvernLeggs, Wyvern Leggings
DraconicEvolution:wyvernBoots, Wyvern Boots
DraconicEvolution:draconicCore, Draconic Core
DraconicEvolution:wyvernCore, Wyvern Core
DraconicEvolution:awakenedCore, Awakened Core
DraconicEvolution:chaoticCore, Chaotic Core
DraconicEvolution:draconiumDust, Draconium Dust
DraconicEvolution:draconiumIngot, Draconium Ingot
DraconicEvolution:draconiumBlend, Draconium Blend (Depreciated)
DraconicEvolution:dragonHeart, Dragon Heart
DraconicEvolution:teleporterMKI, Charm of Dislocation
DraconicEvolution:teleporterMKII, Enhanced Charm of Dislocation
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, Solar Focus
DraconicEvolution:mobSoul, Mob Soul
DraconicEvolution:enderArrow, Ender Arrow
DraconicEvolution:safetyMatch:0, Box of Safety Matches
DraconicEvolution:safetyMatch:1000, Safety Match
DraconicEvolution:key:0, Key
DraconicEvolution:key:1, Key
DraconicEvolution:creativeStructureSpawner:0, Spawn Comet
DraconicEvolution:creativeStructureSpawner:1, Spawn Ender Island
DraconicEvolution:adminSpawnEgg, item.draconicevolution:adminSpawnEgg.name
DraconicEvolution:infoTablet, Draconic Evolution Information Tablet
DraconicEvolution:draconicIngot, Awakened Draconium Ingot
DraconicEvolution:draconiumEnergyCore:0, Wyvern Energy Core
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
dyetopia:item.bucketDyeRed, Red Liquid Dye Bucket
dyetopia:item.bucketDyeYellow, Yellow Liquid Dye Bucket
dyetopia:item.bucketDyeBlue, Blue Liquid Dye Bucket
dyetopia:item.bucketDyeWhite, White Liquid Dye Bucket
dyetopia:item.bucketDyePure, Pure Liquid Dye Bucket
dyetopia:item.eraser, Eraser
dyetopia:item.dyeBlank, Dye Blank
dyetopia:item.dyeGun:0, Dye Gun
dyetopia:item.dyeGun:1, Creative Dye Gun
dyetopia:item.dyemeal, Dyemeal
dyetopia:item.dyeDrop:0, Red Dye Drop
dyetopia:item.dyeDrop:1, Yellow Dye Drop
dyetopia:item.dyeDrop:2, Blue Dye Drop
dyetopia:item.dyeDrop:3, Pure Dye Drop
dyetopia:item.dyeBeans:0, Red Dye Beans
dyetopia:item.dyeBeans:1, Yellow Dye Beans
dyetopia:item.dyeBeans:2, Blue Dye Beans
dyetopia:itemdyeChunk:0, White Chunk of Dye
dyetopia:itemdyeChunk:1, Orange Chunk of Dye
dyetopia:itemdyeChunk:2, Magenta Chunk of Dye
dyetopia:itemdyeChunk:3, LightBlue Chunk of Dye
dyetopia:itemdyeChunk:4, Yellow Chunk of Dye
dyetopia:itemdyeChunk:5, Lime Chunk of Dye
dyetopia:itemdyeChunk:6, Pink Chunk of Dye
dyetopia:itemdyeChunk:7, Gray Chunk of Dye
dyetopia:itemdyeChunk:8, LightGray Chunk of Dye
dyetopia:itemdyeChunk:9, Cyan Chunk of Dye
dyetopia:itemdyeChunk:10, Purple Chunk of Dye
dyetopia:itemdyeChunk:11, Blue Chunk of Dye
dyetopia:itemdyeChunk:12, Brown Chunk of Dye
dyetopia:itemdyeChunk:13, Green Chunk of Dye
dyetopia:itemdyeChunk:14, Red Chunk of Dye
dyetopia:itemdyeChunk:15, Black Chunk of Dye
DynamicCraft:item.fireWand:0, Fire Wand
DynamicCraft:item.aquaWand:0, item.aquaWand.name
DynamicCraft:item.baseRune:0, Base Rune
DynamicCraft:item.aquaRune:0, Aqua Rune
DynamicCraft:item.fireRune:0, Fire Rune
DynamicCraft:item.earthRune:0, Earth Rune
DynamicCraft:item.dynamicShard, Dynamic Pearl Shard
DynamicCraft:item.dynamicPearl, Dynamic Pearl
DynamicCraft:item.magicCollector, Magic Collector
EggyGoodness:eggSandwich, Egg Sandwich
EggyGoodness:friedDoubleYolkEgg, Fried Double-Yolk Egg
EggyGoodness:friedEgg, Fried Egg
EggyGoodness:hardBoiledEgg, Hard Boiled Egg
EggyGoodness:rawDoubleYolkEgg, Raw Double-Yolk Egg
EggyGoodness:rawEgg, Raw Egg
EggyGoodness:rawScrambledEgg, Raw Scrambled Egg
EggyGoodness:scrambledEgg, Scrambled Egg
EggyGoodness:softBoiledEgg, Soft Boiled Egg
EggyGoodness:unpeeledHardBoiledEgg, Unpeeled Hard Boiled Egg
EggyGoodness:unpeeledHardBoiledGoldenEgg, Unpeeled Hard Boiled Golden Egg
EggyGoodness:unpeeledHardBoiledDiamondGoldenEgg, Unpeeled Hard Boiled Fabergé Egg
EggyGoodness:unpeeledHardBoiledEmeraldGoldenEgg, Unpeeled Hard Boiled Fabergé Egg
EggyGoodness:unpeeledSoftBoiledEgg, Unpeeled Soft Boiled Egg
EggyGoodness:unpeeledSoftBoiledGoldenEgg, Unpeeled Soft Boiled Golden Egg
EggyGoodness:unpeeledSoftBoiledDiamondGoldenEgg, Unpeeled Soft Boiled Fabergé Egg
EggyGoodness:unpeeledSoftBoiledEmeraldGoldenEgg, Unpeeled Soft Boiled Fabergé Egg
EggyGoodness:diamondGoldenEgg, Diamond Fabergé Egg
